"household_id","chw_id","region","visit_date","family_size","has_itn","referral_code","issue_date","redemption_date","redemption_facility","referral_status","redemption_status"
"HH2617","CHW005","Lang'ata",2023-11-03,7,FALSE,"REF1679",2023-11-03,NA,NA,"Yes","No"
"HH2618","CHW008","Dagoretti",2023-11-28,8,TRUE,NA,NA,NA,NA,"No","No"
"HH2619","CHW010","Limuru",2023-12-17,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2620","CHW007","Ruaraka",2023-02-22,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2621","CHW003","Limuru",2023-09-06,1,FALSE,"REF1680",2023-09-06,NA,NA,"Yes","No"
"HH2622","CHW004","Juja",2023-03-31,7,FALSE,"REF1681",2023-03-31,NA,NA,"Yes","No"
"HH2623","CHW009","Ruaraka",2023-10-30,2,FALSE,NA,NA,NA,NA,"No","No"
"HH2624","CHW008","Dagoretti",2023-02-04,5,FALSE,"REF1682",2023-02-04,NA,NA,"Yes","No"
"HH2625","CHW003","Limuru",2023-04-20,8,FALSE,NA,NA,NA,NA,"No","No"
"HH2626","CHW009","Kasarani",2023-02-24,1,TRUE,NA,NA,NA,NA,"No","No"
"HH2627","CHW003","Limuru",2023-11-19,5,FALSE,"REF1683",2023-11-19,NA,NA,"Yes","No"
"HH2628","CHW009","Kasarani",2023-05-01,8,FALSE,NA,NA,NA,NA,"No","No"
"HH2629","CHW002","Ruaraka",2023-08-16,5,FALSE,NA,NA,NA,NA,"No","No"
"HH2630","CHW009","Kasarani",2023-02-06,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2631","CHW005","Lang'ata",2023-03-12,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2632","CHW008","Dagoretti",2023-09-25,4,FALSE,"REF1684",2023-09-25,NA,NA,"Yes","No"
"HH2633","CHW009","Dagoretti",2023-08-13,3,FALSE,"REF1685",2023-08-13,2023-08-31,"FAC002","Yes","Yes"
"HH2634","CHW007","Ruaraka",2023-06-13,2,FALSE,NA,NA,NA,NA,"No","No"
"HH2635","CHW003","Limuru",2023-07-14,5,FALSE,"REF1686",2023-07-14,2023-08-04,"FAC003","Yes","Yes"
"HH2636","CHW003","Limuru",2023-12-12,5,FALSE,"REF1687",2023-12-12,NA,NA,"Yes","No"
"HH2637","CHW007","Ruaraka",2023-08-26,7,FALSE,"REF1688",2023-08-26,NA,NA,"Yes","No"
"HH2638","CHW008","Dagoretti",2023-05-17,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2639","CHW004","Juja",2023-05-13,2,FALSE,"REF1689",2023-05-13,NA,NA,"Yes","No"
"HH2640","CHW006","Kasarani",2023-01-23,4,FALSE,"REF1690",2023-01-23,2023-02-21,"FAC018","Yes","Yes"
"HH2641","CHW009","Kasarani",2023-06-20,6,FALSE,"REF1691",2023-06-20,NA,NA,"Yes","No"
"HH2642","CHW010","Dagoretti",2023-12-10,3,FALSE,"REF1692",2023-12-10,2023-12-30,"FAC014","Yes","Yes"
"HH2643","CHW005","Lang'ata",2023-07-12,4,FALSE,"REF1693",2023-07-12,NA,NA,"Yes","No"
"HH2644","CHW007","Ruaraka",2023-05-17,5,FALSE,"REF1694",2023-05-17,NA,NA,"Yes","No"
"HH2645","CHW003","Limuru",2023-02-22,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2646","CHW006","Kawangware",2023-05-05,7,FALSE,"REF1695",2023-05-05,NA,NA,"Yes","No"
"HH2647","CHW001","Limuru",2023-10-21,4,FALSE,"REF1696",2023-10-21,NA,NA,"Yes","No"
"HH2648","CHW009","Kasarani",2023-11-11,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2649","CHW003","Limuru",2023-07-22,8,FALSE,"REF1697",2023-07-22,2023-07-23,"FAC020","Yes","Yes"
"HH2650","CHW002","Ruaraka",2023-06-03,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2651","CHW010","Dagoretti",2023-05-08,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2652","CHW004","Juja",2023-02-25,8,FALSE,"REF1698",2023-02-25,NA,NA,"Yes","No"
"HH2653","CHW006","Embakasi",2023-05-08,5,TRUE,NA,NA,NA,NA,"No","No"
"HH2654","CHW006","Kawangware",2023-09-19,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2655","CHW001","Lang'ata",2023-07-04,5,FALSE,"REF1699",2023-07-04,NA,NA,"Yes","No"
"HH2656","CHW005","Uthiru",2023-11-12,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2657","CHW001","Lang'ata",2023-12-23,1,FALSE,"REF1700",2023-12-23,NA,NA,"Yes","No"
"HH2658","CHW002","Uthiru",2023-09-05,2,FALSE,"REF1701",2023-09-05,2023-09-14,"FAC020","Yes","Yes"
"HH2659","CHW009","Ruaraka",2023-10-07,1,FALSE,NA,NA,NA,NA,"No","No"
"HH2660","CHW008","Dagoretti",2023-02-19,8,FALSE,"REF1702",2023-02-19,NA,NA,"Yes","No"
"HH2661","CHW002","Ruaraka",2023-06-17,7,FALSE,"REF1703",2023-06-17,NA,NA,"Yes","No"
"HH2662","CHW009","Dagoretti",2023-11-12,4,FALSE,"REF1704",2023-11-12,NA,NA,"Yes","No"
"HH2663","CHW010","Dagoretti",2023-08-14,7,FALSE,"REF1705",2023-08-14,NA,NA,"Yes","No"
"HH2664","CHW002","Uthiru",2023-06-24,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2665","CHW001","Lang'ata",2023-03-05,3,FALSE,"REF1706",2023-03-05,NA,NA,"Yes","No"
"HH2666","CHW008","Dagoretti",2023-05-07,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2667","CHW001","Kasarani",2023-02-28,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2668","CHW007","Ruaraka",2023-04-27,7,FALSE,"REF1707",2023-04-27,2023-05-11,"FAC005","Yes","Yes"
"HH2669","CHW002","Uthiru",2023-06-17,1,FALSE,"REF1708",2023-06-17,2023-06-18,"FAC020","Yes","Yes"
"HH2670","CHW010","Limuru",2023-03-11,5,FALSE,"REF1709",2023-03-11,2023-03-24,"FAC013","Yes","Yes"
"HH2671","CHW005","Lang'ata",2023-10-13,7,FALSE,"REF1710",2023-10-13,2023-11-08,"FAC014","Yes","Yes"
"HH2672","CHW005","Uthiru",2023-01-08,5,FALSE,"REF1711",2023-01-08,NA,NA,"Yes","No"
"HH2673","CHW008","Dagoretti",2023-06-24,1,FALSE,"REF1712",2023-06-24,NA,NA,"Yes","No"
"HH2674","CHW005","Dagoretti",2023-04-24,1,TRUE,NA,NA,NA,NA,"No","No"
"HH2675","CHW007","Ruaraka",2023-05-05,6,FALSE,"REF1713",2023-05-05,NA,NA,"Yes","No"
"HH2676","CHW007","Ruaraka",2023-11-21,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2677","CHW006","Kawangware",2023-05-29,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2678","CHW006","Kawangware",2023-11-08,1,FALSE,"REF1714",2023-11-08,NA,NA,"Yes","No"
"HH2679","CHW007","Ruaraka",2023-04-06,3,TRUE,NA,NA,NA,NA,"No","No"
"HH2680","CHW005","Uthiru",2023-08-20,8,FALSE,"REF1715",2023-08-20,NA,NA,"Yes","No"
"HH2681","CHW007","Ruaraka",2023-06-11,7,FALSE,"REF1716",2023-06-11,2023-06-20,"FAC004","Yes","Yes"
"HH2682","CHW002","Uthiru",2023-09-15,5,FALSE,"REF1717",2023-09-15,NA,NA,"Yes","No"
"HH2683","CHW007","Ruaraka",2023-01-04,1,FALSE,"REF1718",2023-01-04,NA,NA,"Yes","No"
"HH2684","CHW007","Ruaraka",2023-12-31,3,FALSE,"REF1719",2023-12-31,2024-01-19,"FAC020","Yes","Yes"
"HH2685","CHW006","Kasarani",2023-01-07,5,FALSE,"REF1720",2023-01-07,NA,NA,"Yes","No"
"HH2686","CHW007","Ruaraka",2023-03-26,7,FALSE,"REF1721",2023-03-26,NA,NA,"Yes","No"
"HH2687","CHW003","Limuru",2023-04-15,4,FALSE,"REF1722",2023-04-15,NA,NA,"Yes","No"
"HH2688","CHW006","Embakasi",2023-08-09,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2689","CHW009","Kasarani",2023-08-25,3,FALSE,"REF1723",2023-08-25,2023-09-11,"FAC006","Yes","Yes"
"HH2690","CHW005","Uthiru",2023-03-05,4,FALSE,"REF1724",2023-03-05,NA,NA,"Yes","No"
"HH2691","CHW006","Kasarani",2023-01-25,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2692","CHW005","Dagoretti",2023-12-01,8,FALSE,"REF1725",2023-12-01,2023-12-08,"FAC003","Yes","Yes"
"HH2693","CHW002","Ruaraka",2023-04-10,8,TRUE,NA,NA,NA,NA,"No","No"
"HH2694","CHW005","Lang'ata",2023-11-11,8,FALSE,"REF1726",2023-11-11,NA,NA,"Yes","No"
"HH2695","CHW002","Uthiru",2023-08-13,7,FALSE,"REF1727",2023-08-13,2023-08-23,"FAC006","Yes","Yes"
"HH2696","CHW008","Dagoretti",2023-01-16,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2697","CHW003","Limuru",2023-09-01,1,FALSE,"REF1728",2023-09-01,2023-09-29,"FAC003","Yes","Yes"
"HH2698","CHW010","Limuru",2023-05-07,5,FALSE,"REF1729",2023-05-07,NA,NA,"Yes","No"
"HH2699","CHW001","Kasarani",2023-11-08,4,FALSE,"REF1730",2023-11-08,NA,NA,"Yes","No"
"HH2700","CHW003","Limuru",2023-11-16,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2701","CHW005","Uthiru",2023-01-19,2,FALSE,"REF1731",2023-01-19,NA,NA,"Yes","No"
"HH2702","CHW007","Ruaraka",2023-08-31,2,FALSE,NA,NA,NA,NA,"No","No"
"HH2703","CHW006","Embakasi",2023-05-23,6,FALSE,"REF1732",2023-05-23,NA,NA,"Yes","No"
"HH2704","CHW009","Kasarani",2023-10-01,2,FALSE,"REF1733",2023-10-01,NA,NA,"Yes","No"
"HH2705","CHW008","Dagoretti",2023-01-08,6,FALSE,"REF1734",2023-01-08,NA,NA,"Yes","No"
"HH2706","CHW003","Limuru",2023-09-15,5,FALSE,NA,NA,NA,NA,"No","No"
"HH2707","CHW007","Ruaraka",2023-10-28,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2708","CHW010","Juja",2023-06-06,6,FALSE,"REF1735",2023-06-06,NA,NA,"Yes","No"
"HH2709","CHW008","Dagoretti",2023-05-21,3,FALSE,"REF1736",2023-05-21,2023-06-16,"FAC003","Yes","Yes"
"HH2710","CHW010","Dagoretti",2023-07-15,3,FALSE,"REF1737",2023-07-15,NA,NA,"Yes","No"
"HH2711","CHW009","Ruaraka",2023-04-26,3,FALSE,"REF1738",2023-04-26,2023-05-22,"FAC004","Yes","Yes"
"HH2712","CHW003","Limuru",2023-11-27,8,FALSE,"REF1739",2023-11-27,NA,NA,"Yes","No"
"HH2713","CHW003","Limuru",2023-03-30,1,FALSE,"REF1740",2023-03-30,NA,NA,"Yes","No"
"HH2714","CHW004","Juja",2023-03-16,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2715","CHW001","Lang'ata",2023-04-28,1,TRUE,NA,NA,NA,NA,"No","No"
"HH2716","CHW001","Lang'ata",2023-12-21,8,FALSE,"REF1741",2023-12-21,2024-01-20,"FAC001","Yes","Yes"
"HH2717","CHW009","Ruaraka",2023-11-02,8,FALSE,"REF1742",2023-11-02,2023-11-20,"FAC003","Yes","Yes"
"HH2718","CHW005","Uthiru",2023-07-10,2,FALSE,"REF1743",2023-07-10,NA,NA,"Yes","No"
"HH2719","CHW004","Juja",2023-06-13,2,FALSE,"REF1744",2023-06-13,NA,NA,"Yes","No"
"HH2720","CHW008","Dagoretti",2023-08-04,3,FALSE,"REF1745",2023-08-04,2023-09-01,"FAC019","Yes","Yes"
"HH2721","CHW006","Kawangware",2023-02-20,4,TRUE,NA,NA,NA,NA,"No","No"
"HH2722","CHW001","Kasarani",2023-07-26,1,FALSE,"REF1746",2023-07-26,NA,NA,"Yes","No"
"HH2723","CHW006","Kawangware",2023-10-29,2,FALSE,"REF1747",2023-10-29,NA,NA,"Yes","No"
"HH2724","CHW001","Kasarani",2023-08-10,7,FALSE,"REF1748",2023-08-10,2023-08-11,"FAC013","Yes","Yes"
"HH2725","CHW006","Kasarani",2023-02-14,4,FALSE,NA,NA,NA,NA,"No","No"
"HH2726","CHW001","Kasarani",2023-10-05,7,FALSE,"REF1749",2023-10-05,NA,NA,"Yes","No"
"HH2727","CHW010","Limuru",2023-11-13,1,FALSE,"REF1750",2023-11-13,NA,NA,"Yes","No"
"HH2728","CHW004","Juja",2023-08-03,5,FALSE,"REF1751",2023-08-03,2023-08-27,"FAC019","Yes","Yes"
"HH2729","CHW010","Dagoretti",2023-07-27,8,TRUE,NA,NA,NA,NA,"No","No"
"HH2730","CHW001","Limuru",2023-04-30,2,FALSE,"REF1752",2023-04-30,NA,NA,"Yes","No"
"HH2731","CHW008","Dagoretti",2023-07-06,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2732","CHW003","Limuru",2023-08-21,8,FALSE,NA,NA,NA,NA,"No","No"
"HH2733","CHW001","Limuru",2023-11-01,1,FALSE,NA,NA,NA,NA,"No","No"
"HH2734","CHW003","Limuru",2023-12-26,6,FALSE,"REF1753",2023-12-26,NA,NA,"Yes","No"
"HH2735","CHW009","Ruaraka",2023-10-14,3,FALSE,"REF1754",2023-10-14,2023-10-17,"FAC018","Yes","Yes"
"HH2736","CHW001","Limuru",2023-07-08,2,FALSE,"REF1755",2023-07-08,2023-07-25,"FAC011","Yes","Yes"
"HH2737","CHW002","Uthiru",2023-09-07,2,FALSE,"REF1756",2023-09-07,2023-09-17,"FAC013","Yes","Yes"
"HH2738","CHW010","Juja",2023-02-08,3,TRUE,NA,NA,NA,NA,"No","No"
"HH2739","CHW005","Uthiru",2023-11-08,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2740","CHW007","Ruaraka",2023-04-01,8,TRUE,NA,NA,NA,NA,"No","No"
"HH2741","CHW006","Kawangware",2023-10-28,1,TRUE,NA,NA,NA,NA,"No","No"
"HH2742","CHW005","Lang'ata",2023-07-07,3,FALSE,"REF1757",2023-07-07,NA,NA,"Yes","No"
"HH2743","CHW005","Dagoretti",2023-09-06,1,FALSE,"REF1758",2023-09-06,NA,NA,"Yes","No"
"HH2744","CHW003","Limuru",2023-10-23,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2745","CHW008","Dagoretti",2023-12-30,1,FALSE,"REF1759",2023-12-30,2024-01-29,"FAC011","Yes","Yes"
"HH2746","CHW007","Ruaraka",2023-01-28,4,FALSE,NA,NA,NA,NA,"No","No"
"HH2747","CHW005","Dagoretti",2023-04-01,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2748","CHW005","Uthiru",2023-01-30,3,TRUE,NA,NA,NA,NA,"No","No"
"HH2749","CHW003","Limuru",2023-08-20,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2750","CHW002","Uthiru",2023-10-05,6,FALSE,"REF1760",2023-10-05,2023-10-31,"FAC012","Yes","Yes"
"HH2751","CHW009","Ruaraka",2023-12-24,1,FALSE,"REF1761",2023-12-24,NA,NA,"Yes","No"
"HH2752","CHW001","Limuru",2023-04-02,2,FALSE,NA,NA,NA,NA,"No","No"
"HH2753","CHW002","Uthiru",2023-04-06,1,FALSE,"REF1762",2023-04-06,2023-05-03,"FAC015","Yes","Yes"
"HH2754","CHW001","Limuru",2023-03-11,1,TRUE,NA,NA,NA,NA,"No","No"
"HH2755","CHW008","Dagoretti",2023-08-09,1,FALSE,"REF1763",2023-08-09,NA,NA,"Yes","No"
"HH2756","CHW002","Uthiru",2023-10-15,5,FALSE,"REF1764",2023-10-15,NA,NA,"Yes","No"
"HH2757","CHW010","Dagoretti",2023-08-28,4,FALSE,NA,NA,NA,NA,"No","No"
"HH2758","CHW007","Ruaraka",2023-03-09,5,FALSE,NA,NA,NA,NA,"No","No"
"HH2759","CHW002","Uthiru",2023-02-15,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2760","CHW004","Juja",2023-10-03,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2761","CHW001","Kasarani",2023-06-20,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2762","CHW009","Ruaraka",2023-11-09,3,FALSE,"REF1765",2023-11-09,NA,NA,"Yes","No"
"HH2763","CHW004","Juja",2023-08-13,4,FALSE,"REF1766",2023-08-13,NA,NA,"Yes","No"
"HH2764","CHW007","Ruaraka",2023-07-27,7,FALSE,"REF1767",2023-07-27,NA,NA,"Yes","No"
"HH2765","CHW004","Juja",2023-05-09,4,FALSE,"REF1768",2023-05-09,NA,NA,"Yes","No"
"HH2766","CHW006","Embakasi",2023-07-15,5,FALSE,"REF1769",2023-07-15,2023-07-17,"FAC011","Yes","Yes"
"HH2767","CHW006","Embakasi",2023-08-17,5,FALSE,"REF1770",2023-08-17,2023-09-01,"FAC020","Yes","Yes"
"HH2768","CHW006","Kasarani",2023-02-10,7,FALSE,"REF1771",2023-02-10,NA,NA,"Yes","No"
"HH2769","CHW001","Limuru",2023-01-18,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2770","CHW006","Embakasi",2023-01-22,5,FALSE,"REF1772",2023-01-22,NA,NA,"Yes","No"
"HH2771","CHW010","Juja",2023-04-30,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2772","CHW002","Uthiru",2023-09-17,2,FALSE,"REF1773",2023-09-17,NA,NA,"Yes","No"
"HH2773","CHW003","Limuru",2023-06-01,8,FALSE,"REF1774",2023-06-01,2023-06-24,"FAC006","Yes","Yes"
"HH2774","CHW003","Limuru",2023-07-27,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2775","CHW006","Kasarani",2023-12-24,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2776","CHW002","Ruaraka",2023-04-04,6,FALSE,"REF1775",2023-04-04,NA,NA,"Yes","No"
"HH2777","CHW006","Embakasi",2023-01-06,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2778","CHW001","Lang'ata",2023-06-13,4,TRUE,NA,NA,NA,NA,"No","No"
"HH2779","CHW003","Limuru",2023-12-02,5,FALSE,"REF1776",2023-12-02,NA,NA,"Yes","No"
"HH2780","CHW006","Embakasi",2023-08-13,8,FALSE,"REF1777",2023-08-13,NA,NA,"Yes","No"
"HH2781","CHW004","Juja",2023-08-26,1,FALSE,NA,NA,NA,NA,"No","No"
"HH2782","CHW010","Dagoretti",2023-07-07,4,FALSE,"REF1778",2023-07-07,NA,NA,"Yes","No"
"HH2783","CHW001","Lang'ata",2023-07-21,4,FALSE,NA,NA,NA,NA,"No","No"
"HH2784","CHW001","Lang'ata",2023-12-20,2,FALSE,"REF1779",2023-12-20,2023-12-22,"FAC007","Yes","Yes"
"HH2785","CHW007","Ruaraka",2023-09-17,5,FALSE,"REF1780",2023-09-17,NA,NA,"Yes","No"
"HH2786","CHW010","Juja",2023-04-24,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2787","CHW010","Juja",2023-10-07,4,FALSE,NA,NA,NA,NA,"No","No"
"HH2788","CHW010","Limuru",2023-03-17,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2789","CHW002","Ruaraka",2023-01-31,8,FALSE,"REF1781",2023-01-31,NA,NA,"Yes","No"
"HH2790","CHW001","Kasarani",2023-10-20,1,FALSE,"REF1782",2023-10-20,2023-11-04,"FAC016","Yes","Yes"
"HH2791","CHW005","Uthiru",2023-12-23,8,FALSE,"REF1783",2023-12-23,NA,NA,"Yes","No"
"HH2792","CHW003","Limuru",2023-12-06,5,TRUE,NA,NA,NA,NA,"No","No"
"HH2793","CHW005","Lang'ata",2023-12-24,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2794","CHW001","Lang'ata",2023-07-21,7,FALSE,"REF1784",2023-07-21,NA,NA,"Yes","No"
"HH2795","CHW006","Kasarani",2023-01-05,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2796","CHW002","Uthiru",2023-04-19,6,FALSE,"REF1785",2023-04-19,NA,NA,"Yes","No"
"HH2797","CHW003","Limuru",2023-02-24,5,FALSE,"REF1786",2023-02-24,2023-03-02,"FAC019","Yes","Yes"
"HH2798","CHW003","Limuru",2023-04-24,2,FALSE,"REF1787",2023-04-24,NA,NA,"Yes","No"
"HH2799","CHW001","Limuru",2023-01-21,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2800","CHW001","Kasarani",2023-05-06,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2801","CHW009","Dagoretti",2023-05-05,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2802","CHW002","Uthiru",2023-07-21,3,FALSE,"REF1788",2023-07-21,2023-08-19,"FAC011","Yes","Yes"
"HH2803","CHW008","Dagoretti",2023-10-16,8,FALSE,"REF1789",2023-10-16,NA,NA,"Yes","No"
"HH2804","CHW003","Limuru",2023-03-29,7,FALSE,"REF1790",2023-03-29,2023-04-06,"FAC008","Yes","Yes"
"HH2805","CHW007","Ruaraka",2023-01-05,3,FALSE,"REF1791",2023-01-05,2023-01-11,"FAC003","Yes","Yes"
"HH2806","CHW005","Dagoretti",2023-08-26,3,FALSE,"REF1792",2023-08-26,NA,NA,"Yes","No"
"HH2807","CHW002","Uthiru",2023-03-24,1,FALSE,"REF1793",2023-03-24,NA,NA,"Yes","No"
"HH2808","CHW003","Limuru",2023-11-28,3,FALSE,"REF1794",2023-11-28,NA,NA,"Yes","No"
"HH2809","CHW009","Kasarani",2023-09-25,8,FALSE,"REF1795",2023-09-25,NA,NA,"Yes","No"
"HH2810","CHW010","Juja",2023-08-11,2,TRUE,NA,NA,NA,NA,"No","No"
"HH2811","CHW009","Dagoretti",2023-04-19,6,FALSE,"REF1796",2023-04-19,2023-05-08,"FAC011","Yes","Yes"
"HH2812","CHW010","Dagoretti",2023-08-26,8,FALSE,"REF1797",2023-08-26,NA,NA,"Yes","No"
"HH2813","CHW007","Ruaraka",2023-12-29,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2814","CHW004","Juja",2023-10-01,4,FALSE,"REF1798",2023-10-01,NA,NA,"Yes","No"
"HH2815","CHW010","Juja",2023-09-18,8,FALSE,NA,NA,NA,NA,"No","No"
"HH2816","CHW009","Dagoretti",2023-06-19,5,FALSE,NA,NA,NA,NA,"No","No"
"HH2817","CHW002","Ruaraka",2023-03-28,8,FALSE,"REF1799",2023-03-28,2023-04-15,"FAC007","Yes","Yes"
"HH2818","CHW010","Limuru",2023-10-02,4,TRUE,NA,NA,NA,NA,"No","No"
"HH2819","CHW003","Limuru",2023-01-31,5,FALSE,"REF1800",2023-01-31,NA,NA,"Yes","No"
"HH2820","CHW004","Juja",2023-09-26,2,FALSE,"REF1801",2023-09-26,NA,NA,"Yes","No"
"HH2821","CHW006","Kawangware",2023-11-05,1,FALSE,"REF1802",2023-11-05,NA,NA,"Yes","No"
"HH2822","CHW001","Lang'ata",2023-01-19,1,FALSE,"REF1803",2023-01-19,NA,NA,"Yes","No"
"HH2823","CHW003","Limuru",2023-03-09,8,TRUE,NA,NA,NA,NA,"No","No"
"HH2824","CHW008","Dagoretti",2023-03-07,2,FALSE,"REF1804",2023-03-07,NA,NA,"Yes","No"
"HH2825","CHW001","Lang'ata",2023-09-15,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2826","CHW001","Kasarani",2023-05-10,1,FALSE,"REF1805",2023-05-10,NA,NA,"Yes","No"
"HH2827","CHW006","Kawangware",2023-11-01,8,FALSE,"REF1806",2023-11-01,2023-11-30,"FAC019","Yes","Yes"
"HH2828","CHW002","Ruaraka",2023-03-09,1,FALSE,"REF1807",2023-03-09,NA,NA,"Yes","No"
"HH2829","CHW002","Uthiru",2023-12-16,2,FALSE,"REF1808",2023-12-16,2024-01-05,"FAC002","Yes","Yes"
"HH2830","CHW003","Limuru",2023-03-03,1,FALSE,"REF1809",2023-03-03,NA,NA,"Yes","No"
"HH2831","CHW009","Dagoretti",2023-02-04,7,FALSE,"REF1810",2023-02-04,NA,NA,"Yes","No"
"HH2832","CHW004","Juja",2023-08-03,1,FALSE,"REF1811",2023-08-03,NA,NA,"Yes","No"
"HH2833","CHW006","Kasarani",2023-07-21,1,FALSE,"REF1812",2023-07-21,NA,NA,"Yes","No"
"HH2834","CHW003","Limuru",2023-10-20,7,FALSE,"REF1813",2023-10-20,2023-11-08,"FAC010","Yes","Yes"
"HH2835","CHW005","Dagoretti",2023-12-02,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2836","CHW007","Ruaraka",2023-12-17,4,FALSE,"REF1814",2023-12-17,NA,NA,"Yes","No"
"HH2837","CHW006","Embakasi",2023-06-04,7,FALSE,"REF1815",2023-06-04,2023-07-02,"FAC006","Yes","Yes"
"HH2838","CHW007","Ruaraka",2023-08-11,2,FALSE,"REF1816",2023-08-11,NA,NA,"Yes","No"
"HH2839","CHW005","Uthiru",2023-07-30,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2840","CHW009","Ruaraka",2023-06-14,3,FALSE,"REF1817",2023-06-14,NA,NA,"Yes","No"
"HH2841","CHW009","Ruaraka",2023-01-21,8,FALSE,NA,NA,NA,NA,"No","No"
"HH2842","CHW010","Dagoretti",2023-11-13,7,TRUE,NA,NA,NA,NA,"No","No"
"HH2843","CHW003","Limuru",2023-06-09,2,FALSE,"REF1818",2023-06-09,NA,NA,"Yes","No"
"HH2844","CHW007","Ruaraka",2023-04-23,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2845","CHW003","Limuru",2023-08-24,3,FALSE,NA,NA,NA,NA,"No","No"
"HH2846","CHW001","Kasarani",2023-09-30,4,FALSE,"REF1819",2023-09-30,2023-10-27,"FAC002","Yes","Yes"
"HH2847","CHW004","Juja",2023-02-10,6,FALSE,NA,NA,NA,NA,"No","No"
"HH2848","CHW009","Dagoretti",2023-07-27,5,TRUE,NA,NA,NA,NA,"No","No"
"HH2849","CHW006","Kasarani",2023-07-19,5,FALSE,"REF1820",2023-07-19,NA,NA,"Yes","No"
"HH2850","CHW007","Ruaraka",2023-11-22,4,FALSE,"REF1821",2023-11-22,2023-12-04,"FAC019","Yes","Yes"
"HH2851","CHW008","Dagoretti",2023-07-21,7,FALSE,NA,NA,NA,NA,"No","No"
"HH2852","CHW002","Uthiru",2023-04-17,3,FALSE,"REF1822",2023-04-17,2023-04-29,"FAC001","Yes","Yes"
"HH2853","CHW009","Ruaraka",2023-01-05,5,FALSE,"REF1823",2023-01-05,NA,NA,"Yes","No"
"HH2854","CHW003","Limuru",2023-11-02,6,TRUE,NA,NA,NA,NA,"No","No"
"HH2855","CHW010","Limuru",2023-07-23,8,FALSE,"REF1824",2023-07-23,NA,NA,"Yes","No"
"HH2856","CHW004","Juja",2023-08-21,5,FALSE,"REF1825",2023-08-21,2023-09-13,"FAC019","Yes","Yes"
"HH2857","CHW002","Uthiru",2023-04-03,5,FALSE,"REF1826",2023-04-03,NA,NA,"Yes","No"
"HH2858","CHW005","Lang'ata",2023-10-06,4,FALSE,"REF1827",2023-10-06,2023-10-20,"FAC004","Yes","Yes"
"HH2859","CHW005","Dagoretti",2023-06-08,1,FALSE,"REF1828",2023-06-08,NA,NA,"Yes","No"
"HH2860","CHW008","Dagoretti",2023-02-23,1,FALSE,"REF1829",2023-02-23,NA,NA,"Yes","No"
"HH2861","CHW002","Uthiru",2023-09-29,3,FALSE,"REF1830",2023-09-29,2023-10-11,"FAC018","Yes","Yes"
"HH2862","CHW008","Dagoretti",2023-10-13,3,FALSE,"REF1831",2023-10-13,NA,NA,"Yes","No"
"HH2863","CHW005","Lang'ata",2023-04-01,8,FALSE,"REF1832",2023-04-01,NA,NA,"Yes","No"
